Date,DOW,Cal Year,Week,Period,Quarter,Location,Area,This Year Net Sales,Last Year Net Sales,This Year Transactions,Last Year Transactions,Catering Sales
10/29/24,Tuesday,2024,44,11,4,Long Beach,SoCal 4,3804.68,2620.45,150,126,393.45
10/29/24,Tuesday,2024,44,11,4,Manhattan Beach,SoCal 4,2332.61,3986.74,79,125,395.9
10/29/24,Tuesday,2024,44,11,4,Marina Del Rey,SoCal 4,2139.75,2313.66,91,93,0
10/29/24,Tuesday,2024,44,11,4,Newport Beach,SoCal 4,2616.85,2994.23,138,109,129.5
10/29/24,Tuesday,2024,44,11,4,Tustin,SoCal 4,3560.54,1706.57,103,84,1228.95
10/29/24,Tuesday,2024,44,11,4,Westminster,SoCal 4,1690.39,2098.31,50,94,440
10/30/24,Wednesday,2024,44,11,4,Carson,SoCal 4,4141.63,2821.73,115,114,740
10/30/24,Wednesday,2024,44,11,4,Costa Mesa,SoCal 4,1435.7,1502.86,71,80,0
10/30/24,Wednesday,2024,44,11,4,El Segundo,SoCal 4,2362.03,3206.83,82,146,304.5
5/12/24,Sunday,2024,19,5,2,Newport Beach,SoCal 4,1569.95,2007.6,63,86,16.5
5/12/24,Sunday,2024,19,5,2,Tustin,SoCal 4,3571.22,3482.92,106,140,49.5
5/12/24,Sunday,2024,19,5,2,Westminster,SoCal 4,2610.03,2704.56,77,93,0
5/13/24,Monday,2024,20,5,2,Carson,SoCal 4,2395.36,2725.43,106,124,0
5/13/24,Monday,2024,20,5,2,Costa Mesa,SoCal 4,2050.55,1800.51,85,86,0
5/13/24,Monday,2024,20,5,2,El Segundo,SoCal 4,2662.73,2817.61,112,127,215.5
5/13/24,Monday,2024,20,5,2,Five Points,SoCal 4,1200.99,,68,,0
5/13/24,Monday,2024,20,5,2,Fountain Valley,SoCal 4,1701.57,2306.54,88,101,0
5/13/24,Monday,2024,20,5,2,LBX,SoCal 4,2854.9,0,153,0,0
5/13/24,Monday,2024,20,5,2,Long Beach,SoCal 4,2987.58,3531.23,142,147,0
5/13/24,Monday,2024,20,5,2,Manhattan Beach,SoCal 4,2310.8,3199.48,100,141,0
5/13/24,Monday,2024,20,5,2,Marina Del Rey,SoCal 4,2059.74,2281.99,95,91,0
5/13/24,Monday,2024,20,5,2,Newport Beach,SoCal 4,2697.8,2665.96,121,130,0
5/13/24,Monday,2024,20,5,2,Tustin,SoCal 4,2546.37,2716.64,92,129,180
5/13/24,Monday,2024,20,5,2,Westminster,SoCal 4,1854.2,1697.58,73,85,0
5/14/24,Tuesday,2024,20,5,2,Carson,SoCal 4,4677.5,2496.88,125,118,647.5
5/14/24,Tuesday,2024,20,5,2,Costa Mesa,SoCal 4,1279.64,2044.28,64,91,0
5/14/24,Tuesday,2024,20,5,2,El Segundo,SoCal 4,2877.73,3979.52,124,130,0
5/14/24,Tuesday,2024,20,5,2,Five Points,SoCal 4,1179.2,,64,,0
5/14/24,Tuesday,2024,20,5,2,Fountain Valley,SoCal 4,2569.59,2635.91,113,115,0
5/14/24,Tuesday,2024,20,5,2,LBX,SoCal 4,3362.92,0,150,0,317
5/14/24,Tuesday,2024,20,5,2,Long Beach,SoCal 4,3113,4725.45,139,175,398
5/14/24,Tuesday,2024,20,5,2,Manhattan Beach,SoCal 4,2464.4,2796.71,100,142,0
5/14/24,Tuesday,2024,20,5,2,Marina Del Rey,SoCal 4,2016.51,2377.98,88,89,0
5/14/24,Tuesday,2024,20,5,2,Newport Beach,SoCal 4,3390.76,2667.91,132,129,597
5/14/24,Tuesday,2024,20,5,2,Tustin,SoCal 4,2292.03,3656.41,99,110,0
5/14/24,Tuesday,2024,20,5,2,Westminster,SoCal 4,1682.12,2140.91,74,109,0
5/15/24,Wednesday,2024,20,5,2,Carson,SoCal 4,3295.24,3156.7,104,131,397.5
5/15/24,Wednesday,2024,20,5,2,Costa Mesa,SoCal 4,1706.7,1945.07,73,96,199
5/15/24,Wednesday,2024,20,5,2,El Segundo,SoCal 4,2745.92,2885.45,116,150,199
5/15/24,Wednesday,2024,20,5,2,Five Points,SoCal 4,1183.84,,71,,0
5/15/24,Wednesday,2024,20,5,2,Fountain Valley,SoCal 4,2814.51,2929.91,86,117,679
5/15/24,Wednesday,2024,20,5,2,LBX,SoCal 4,3460.04,0,152,0,531
5/15/24,Wednesday,2024,20,5,2,Long Beach,SoCal 4,2996.47,4181.38,134,169,294.85
5/15/24,Wednesday,2024,20,5,2,Manhattan Beach,SoCal 4,2429.71,3855.31,112,155,0
5/15/24,Wednesday,2024,20,5,2,Marina Del Rey,SoCal 4,1475.45,1682.08,62,80,0
5/15/24,Wednesday,2024,20,5,2,Newport Beach,SoCal 4,5680.35,3533.17,138,138,2662.5
5/15/24,Wednesday,2024,20,5,2,Tustin,SoCal 4,4224.16,3393.11,99,158,1930.4
5/15/24,Wednesday,2024,20,5,2,Westminster,SoCal 4,1831,1868.17,80,93,0
