Date,DOW,Cal Year,Week,Period,Quarter,Location,Area,This Year Net Sales,Last Year Net Sales,This Year Transactions,Last Year Transactions,Catering Sales
2/20/25,Thursday,2025,8,2,1,Five Points,SoCal 4,1265.4,1324.18,67,74,0
2/20/25,Thursday,2025,8,2,1,Fountain Valley,SoCal 4,2174.33,2618.3,90,110,0
2/20/25,Thursday,2025,8,2,1,LBX,SoCal 4,3574.93,3332.97,157,153,380
2/20/25,Thursday,2025,8,2,1,Long Beach,SoCal 4,3801.85,3120.73,169,158,0
2/20/25,Thursday,2025,8,2,1,Manhattan Beach,SoCal 4,2712.76,3366.06,101,114,628
2/20/25,Thursday,2025,8,2,1,Marina Del Rey,SoCal 4,1990.08,2229.03,87,101,273
2/20/25,Thursday,2025,8,2,1,Newport Beach,SoCal 4,4080.03,3208.16,129,124,777
2/20/25,Thursday,2025,8,2,1,Tustin,SoCal 4,4108.23,3433.41,134,115,816.5
2/20/25,Thursday,2025,8,2,1,Westminster,SoCal 4,2169.1,2414.35,83,90,670
2/21/25,Friday,2025,8,2,1,LBX,SoCal 4,2703.71,3655.15,104,190,735
2/21/25,Friday,2025,8,2,1,Long Beach,SoCal 4,4927.55,4931.72,197,176,0
2/21/25,Friday,2025,8,2,1,Manhattan Beach,SoCal 4,3757.79,2185.25,151,104,0
2/21/25,Friday,2025,8,2,1,Marina Del Rey,SoCal 4,2762.89,1964.69,110,94,402
2/21/25,Friday,2025,8,2,1,Carson,SoCal 4,3163.04,3791.08,128,135,269
2/21/25,Friday,2025,8,2,1,Costa Mesa,SoCal 4,2446.05,2272.91,116,114,0
2/21/25,Friday,2025,8,2,1,Newport Beach,SoCal 4,3758.63,2059.15,138,106,0
2/21/25,Friday,2025,8,2,1,El Segundo,SoCal 4,2244.66,2948.06,103,126,0
2/21/25,Friday,2025,8,2,1,Five Points,SoCal 4,1148.4,1467.48,51,76,0
2/21/25,Friday,2025,8,2,1,Fountain Valley,SoCal 4,5579.67,2240.04,102,97,3306
2/21/25,Friday,2025,8,2,1,Tustin,SoCal 4,3527.3,2978.06,136,116,0
2/21/25,Friday,2025,8,2,1,Westminster,SoCal 4,2013.99,2170.82,73,85,0
2/22/25,Saturday,2025,8,2,1,Carson,SoCal 4,5238.11,3024.52,121,99,1820
2/22/25,Saturday,2025,8,2,1,Costa Mesa,SoCal 4,2696.64,1944.37,99,86,135
2/22/25,Saturday,2025,8,2,1,El Segundo,SoCal 4,1643.85,2404.35,68,86,0
2/22/25,Saturday,2025,8,2,1,Five Points,SoCal 4,1727.83,1807.95,64,81,0
2/22/25,Saturday,2025,8,2,1,Fountain Valley,SoCal 4,2571.4,2319.18,89,107,190
2/22/25,Saturday,2025,8,2,1,LBX,SoCal 4,28.45,3780.09,12,200,0
2/22/25,Saturday,2025,8,2,1,Long Beach,SoCal 4,5078.29,3510.31,171,155,455
2/22/25,Saturday,2025,8,2,1,Manhattan Beach,SoCal 4,3257.22,3329.9,113,128,245
2/22/25,Saturday,2025,8,2,1,Marina Del Rey,SoCal 4,2280.5,2490.38,90,105,0
2/22/25,Saturday,2025,8,2,1,Newport Beach,SoCal 4,2243.54,1595.03,75,81,392.25
2/22/25,Saturday,2025,8,2,1,Tustin,SoCal 4,3816.57,3316.16,126,141,752
2/22/25,Saturday,2025,8,2,1,Westminster,SoCal 4,2099.99,1664.33,74,75,0
2/23/25,Sunday,2025,8,2,1,Carson,SoCal 4,3347.25,2943.63,103,112,0
2/23/25,Sunday,2025,8,2,1,Costa Mesa,SoCal 4,2431.8,1803.14,93,83,0
2/23/25,Sunday,2025,8,2,1,El Segundo,SoCal 4,2904.3,2176.31,83,86,946
2/23/25,Sunday,2025,8,2,1,Five Points,SoCal 4,2261.15,1545.28,83,69,0
2/23/25,Sunday,2025,8,2,1,Fountain Valley,SoCal 4,2468.52,2013.97,89,85,0
2/23/25,Sunday,2025,8,2,1,LBX,SoCal 4,3998.25,3449.5,195,162,0
2/23/25,Sunday,2025,8,2,1,Long Beach,SoCal 4,4851.11,4497.97,177,167,264
2/23/25,Sunday,2025,8,2,1,Manhattan Beach,SoCal 4,4016.43,3866.19,139,126,640
2/23/25,Sunday,2025,8,2,1,Marina Del Rey,SoCal 4,2064.49,1919.11,95,97,0
2/23/25,Sunday,2025,8,2,1,Newport Beach,SoCal 4,2162.61,1712.37,89,83,0
2/23/25,Sunday,2025,8,2,1,Tustin,SoCal 4,4003.5,3318.34,122,137,380
2/23/25,Sunday,2025,8,2,1,Westminster,SoCal 4,2495.67,1526.38,87,59,0
2/17/25,Monday,2025,8,2,1,Carson,SoCal 4,2374.85,2684.85,91,124,0
2/17/25,Monday,2025,8,2,1,Costa Mesa,SoCal 4,1666.89,2432.89,67,108,0
2/17/25,Monday,2025,8,2,1,El Segundo,SoCal 4,2022.8,2695.63,84,88,170
2/26/24,Monday,2024,9,3,1,Tustin,SoCal 4,2371.59,3189.59,107,112,0
2/26/24,Monday,2024,9,3,1,Westminster,SoCal 4,1276.06,0,54,0,0
2/27/24,Tuesday,2024,9,3,1,Carson,SoCal 4,4283.21,2518.55,117,108,796
2/27/24,Tuesday,2024,9,3,1,Costa Mesa,SoCal 4,1974.77,2584.64,78,101,339.99
2/27/24,Tuesday,2024,9,3,1,El Segundo,SoCal 4,2910.09,3149.39,120,148,533.5
2/27/24,Tuesday,2024,9,3,1,Five Points,SoCal 4,1040.73,,57,,0
2/27/24,Tuesday,2024,9,3,1,Fountain Valley,SoCal 4,2134.61,2998.84,107,133,0
2/27/24,Tuesday,2024,9,3,1,LBX,SoCal 4,2897.4,,144,,0
2/27/24,Tuesday,2024,9,3,1,Long Beach,SoCal 4,2889.63,4017.48,142,153,197
2/27/24,Tuesday,2024,9,3,1,Manhattan Beach,SoCal 4,3451.92,3887.97,113,166,639
2/27/24,Tuesday,2024,9,3,1,Marina Del Rey,SoCal 4,2158.1,2440.65,102,116,165
2/27/24,Tuesday,2024,9,3,1,Newport Beach,SoCal 4,3443.52,3689.07,108,136,896
2/27/24,Tuesday,2024,9,3,1,Tustin,SoCal 4,2469.41,3249.61,87,118,199
2/27/24,Tuesday,2024,9,3,1,Westminster,SoCal 4,1657.57,0,72,0,0
2/28/24,Wednesday,2024,9,3,1,Carson,SoCal 4,3386.96,2431.01,132,114,640
2/28/24,Wednesday,2024,9,3,1,Costa Mesa,SoCal 4,1603.78,1636.54,78,77,0
2/28/24,Wednesday,2024,9,3,1,El Segundo,SoCal 4,3343.92,4334.92,131,160,826
2/28/24,Wednesday,2024,9,3,1,Five Points,SoCal 4,1769.62,,100,,0
2/28/24,Wednesday,2024,9,3,1,Fountain Valley,SoCal 4,1800.72,2689.44,84,132,0
2/28/24,Wednesday,2024,9,3,1,LBX,SoCal 4,3334.04,,177,,0
2/28/24,Wednesday,2024,9,3,1,Long Beach,SoCal 4,3979.44,3933.82,164,160,224
2/28/24,Wednesday,2024,9,3,1,Manhattan Beach,SoCal 4,3247.16,2513.35,128,126,602
2/28/24,Wednesday,2024,9,3,1,Marina Del Rey,SoCal 4,2204.5,2695.48,98,100,0
2/28/24,Wednesday,2024,9,3,1,Newport Beach,SoCal 4,2123.47,3546.58,107,130,0
2/28/24,Wednesday,2024,9,3,1,Tustin,SoCal 4,2553.04,4079.71,99,113,459
2/28/24,Wednesday,2024,9,3,1,Westminster,SoCal 4,1690.88,0,77,0,0
2/29/24,Thursday,2024,9,3,1,Carson,SoCal 4,3013.13,2738.51,130,127,0
2/29/24,Thursday,2024,9,3,1,Costa Mesa,SoCal 4,2232.89,1779.66,103,84,220
2/29/24,Thursday,2024,9,3,1,El Segundo,SoCal 4,2912.87,3540.68,130,154,224
2/29/24,Thursday,2024,9,3,1,Five Points,SoCal 4,1452.24,,80,,0
2/29/24,Thursday,2024,9,3,1,Fountain Valley,SoCal 4,2487.03,3190.26,108,150,0
2/29/24,Thursday,2024,9,3,1,LBX,SoCal 4,3544.19,,153,,738
2/29/24,Thursday,2024,9,3,1,Long Beach,SoCal 4,4240.04,4087.94,193,167,396
2/29/24,Thursday,2024,9,3,1,Manhattan Beach,SoCal 4,2733.29,3608.04,112,152,0
2/29/24,Thursday,2024,9,3,1,Marina Del Rey,SoCal 4,1557.36,3005.11,77,107,0
2/29/24,Thursday,2024,9,3,1,Newport Beach,SoCal 4,2667.66,3702.34,127,131,0
2/29/24,Thursday,2024,9,3,1,Tustin,SoCal 4,3590.02,3171.33,103,133,769.5
2/29/24,Thursday,2024,9,3,1,Westminster,SoCal 4,1542.37,0,71,0,0
3/1/24,Friday,2024,9,3,1,Carson,SoCal 4,2992.23,3486.76,137,128,0
3/1/24,Friday,2024,9,3,1,Costa Mesa,SoCal 4,1643.83,2308.86,81,113,0
3/1/24,Friday,2024,9,3,1,El Segundo,SoCal 4,2795.32,4224.26,119,168,273
3/1/24,Friday,2024,9,3,1,Five Points,SoCal 4,1800.9,,98,,0
3/1/24,Friday,2024,9,3,1,Fountain Valley,SoCal 4,2173.33,3612.08,107,158,0
3/1/24,Friday,2024,9,3,1,LBX,SoCal 4,4692.31,,184,,566
3/1/24,Friday,2024,9,3,1,Long Beach,SoCal 4,4015.12,4721.93,178,167,0
3/1/24,Friday,2024,9,3,1,Manhattan Beach,SoCal 4,2736.19,3967.17,121,162,0
3/1/24,Friday,2024,9,3,1,Marina Del Rey,SoCal 4,2582.61,2823.06,129,116,0
3/1/24,Friday,2024,9,3,1,Newport Beach,SoCal 4,2800.43,3052.91,124,112,199
2/26/24,Monday,2024,9,3,1,Carson,SoCal 4,3258.02,2132.76,125,103,479
2/26/24,Monday,2024,9,3,1,Costa Mesa,SoCal 4,1402.18,1838.97,75,94,0
2/26/24,Monday,2024,9,3,1,El Segundo,SoCal 4,2639.86,3273.71,127,121,0
2/26/24,Monday,2024,9,3,1,Five Points,SoCal 4,1224.58,,63,,0
2/26/24,Monday,2024,9,3,1,Fountain Valley,SoCal 4,2212.38,2037.09,84,93,0
2/26/24,Monday,2024,9,3,1,LBX,SoCal 4,2388.86,,124,,0
2/26/24,Monday,2024,9,3,1,Long Beach,SoCal 4,3719.57,3005.04,164,147,0
2/26/24,Monday,2024,9,3,1,Manhattan Beach,SoCal 4,2769.35,2307.71,117,125,224
2/26/24,Monday,2024,9,3,1,Marina Del Rey,SoCal 4,2147.69,4263.5,92,100,0
2/26/24,Monday,2024,9,3,1,Newport Beach,SoCal 4,3181.42,3901.2,138,130,398
3/1/24,Friday,2024,9,3,1,Tustin,SoCal 4,2985.99,3620.06,131,161,18.5
3/1/24,Friday,2024,9,3,1,Westminster,SoCal 4,1846.13,0,75,0,0
3/2/24,Saturday,2024,9,3,1,Carson,SoCal 4,3676.66,2954.4,138,119,160
3/2/24,Saturday,2024,9,3,1,Costa Mesa,SoCal 4,1718.61,2097.14,70,96,0
3/2/24,Saturday,2024,9,3,1,El Segundo,SoCal 4,2047.27,2591.52,82,109,0
3/2/24,Saturday,2024,9,3,1,Five Points,SoCal 4,1739.45,,75,,160
3/2/24,Saturday,2024,9,3,1,Fountain Valley,SoCal 4,1919.12,3025.5,85,126,0
3/2/24,Saturday,2024,9,3,1,LBX,SoCal 4,3172.91,,143,,320
3/2/24,Saturday,2024,9,3,1,Long Beach,SoCal 4,3214.77,4618.52,141,182,0
3/2/24,Saturday,2024,9,3,1,Manhattan Beach,SoCal 4,2648.76,4170.96,110,178,0
3/2/24,Saturday,2024,9,3,1,Marina Del Rey,SoCal 4,1806.07,2783.24,92,132,0
3/2/24,Saturday,2024,9,3,1,Newport Beach,SoCal 4,1713.12,1816.52,79,87,0
3/2/24,Saturday,2024,9,3,1,Tustin,SoCal 4,3222.59,4336.72,128,152,0
3/2/24,Saturday,2024,9,3,1,Westminster,SoCal 4,3036.54,0,88,0,0
3/3/24,Sunday,2024,9,3,1,Carson,SoCal 4,2609.22,3285.18,103,125,0
3/3/24,Sunday,2024,9,3,1,Costa Mesa,SoCal 4,2270.22,2064.17,89,94,199
3/3/24,Sunday,2024,9,3,1,El Segundo,SoCal 4,2643.37,2769.49,110,128,160
3/3/24,Sunday,2024,9,3,1,Five Points,SoCal 4,2088.33,,83,,320
3/3/24,Sunday,2024,9,3,1,Fountain Valley,SoCal 4,2108.04,3384.45,89,142,0
3/3/24,Sunday,2024,9,3,1,LBX,SoCal 4,3686.55,,171,,0
3/3/24,Sunday,2024,9,3,1,Long Beach,SoCal 4,3038.11,4495.05,121,157,0
3/3/24,Sunday,2024,9,3,1,Manhattan Beach,SoCal 4,3529.65,4197.93,127,179,160
3/3/24,Sunday,2024,9,3,1,Marina Del Rey,SoCal 4,2153.89,3073.45,98,143,0
3/3/24,Sunday,2024,9,3,1,Newport Beach,SoCal 4,2039.3,1817.88,77,70,0
3/3/24,Sunday,2024,9,3,1,Tustin,SoCal 4,3518.07,4448.51,131,145,0
3/3/24,Sunday,2024,9,3,1,Westminster,SoCal 4,1854.22,0,79,0,0
3/2/25,Sunday,2025,9,3,1,Carson,SoCal 4,3649.25,2609.22,125,103,115.5
2/24/25,Monday,2025,9,3,1,Tustin,SoCal 4,2216.84,2371.59,97,107,0
2/24/25,Monday,2025,9,3,1,Westminster,SoCal 4,1762.87,1276.06,80,54,0
2/25/25,Tuesday,2025,9,3,1,Carson,SoCal 4,3712.64,4283.21,115,117,988
2/25/25,Tuesday,2025,9,3,1,Costa Mesa,SoCal 4,2347.12,1974.77,86,78,510
2/25/25,Tuesday,2025,9,3,1,El Segundo,SoCal 4,2764.93,2910.09,107,120,585
2/25/25,Tuesday,2025,9,3,1,Five Points,SoCal 4,1355.15,1040.73,63,57,0
2/25/25,Tuesday,2025,9,3,1,Fountain Valley,SoCal 4,1986.06,2134.61,93,107,0
2/25/25,Tuesday,2025,9,3,1,LBX,SoCal 4,2879.06,2897.4,129,144,438
2/25/25,Tuesday,2025,9,3,1,Long Beach,SoCal 4,4011.94,2889.63,149,142,1068
2/25/25,Tuesday,2025,9,3,1,Manhattan Beach,SoCal 4,2811,3451.92,103,113,452.75
2/25/25,Tuesday,2025,9,3,1,Marina Del Rey,SoCal 4,1892.11,2158.1,87,102,0
2/25/25,Tuesday,2025,9,3,1,Newport Beach,SoCal 4,2568.59,3443.52,113,108,258
2/24/25,Monday,2025,9,3,1,Carson,SoCal 4,3219.09,3258.02,113,125,725
2/24/25,Monday,2025,9,3,1,Costa Mesa,SoCal 4,1595.29,1402.18,73,75,0
2/24/25,Monday,2025,9,3,1,El Segundo,SoCal 4,2519.05,2639.86,119,127,0
2/24/25,Monday,2025,9,3,1,Five Points,SoCal 4,1056.89,1224.58,62,63,0
2/24/25,Monday,2025,9,3,1,Fountain Valley,SoCal 4,1311.89,2212.38,68,84,0
2/24/25,Monday,2025,9,3,1,LBX,SoCal 4,2895.73,2388.86,141,124,265
2/24/25,Monday,2025,9,3,1,Long Beach,SoCal 4,3503.14,3719.57,161,164,0
2/24/25,Monday,2025,9,3,1,Manhattan Beach,SoCal 4,2313.05,2769.35,104,117,0
2/24/25,Monday,2025,9,3,1,Marina Del Rey,SoCal 4,2546.65,2147.69,87,92,710.5
2/24/25,Monday,2025,9,3,1,Newport Beach,SoCal 4,3142.56,3181.42,134,138,200.75
2/25/25,Tuesday,2025,9,3,1,Tustin,SoCal 4,3105,2469.41,103,87,796
2/25/25,Tuesday,2025,9,3,1,Westminster,SoCal 4,2150.5,1657.57,76,72,215
2/26/25,Wednesday,2025,9,3,1,Carson,SoCal 4,7090.12,3386.96,130,132,4130
2/26/25,Wednesday,2025,9,3,1,Costa Mesa,SoCal 4,1569.9,1603.78,86,78,0
2/26/25,Wednesday,2025,9,3,1,El Segundo,SoCal 4,6859.37,3343.92,94,131,4402.5
2/26/25,Wednesday,2025,9,3,1,Five Points,SoCal 4,3898.43,1769.62,56,100,2854.5
2/26/25,Wednesday,2025,9,3,1,Fountain Valley,SoCal 4,1922.74,1800.72,84,84,0
2/26/25,Wednesday,2025,9,3,1,LBX,SoCal 4,3652.21,3334.04,150,177,684
2/26/25,Wednesday,2025,9,3,1,Long Beach,SoCal 4,6403.16,3979.44,155,164,2655
2/26/25,Wednesday,2025,9,3,1,Manhattan Beach,SoCal 4,6204.16,3247.16,100,128,3864.5
2/26/25,Wednesday,2025,9,3,1,Marina Del Rey,SoCal 4,9033.14,2204.5,101,98,6640
2/26/25,Wednesday,2025,9,3,1,Newport Beach,SoCal 4,5886.34,2123.47,128,107,3100
2/26/25,Wednesday,2025,9,3,1,Tustin,SoCal 4,2971.58,2553.04,103,99,746.5
2/26/25,Wednesday,2025,9,3,1,Westminster,SoCal 4,4759.31,1690.88,79,77,2952
2/27/25,Thursday,2025,9,3,1,Carson,SoCal 4,4864.52,3013.13,135,130,1020
2/27/25,Thursday,2025,9,3,1,Costa Mesa,SoCal 4,5683.03,2232.89,94,103,3554.5
2/27/25,Thursday,2025,9,3,1,El Segundo,SoCal 4,5045.59,2912.87,137,130,2252
2/27/25,Thursday,2025,9,3,1,Five Points,SoCal 4,5258.65,1452.24,66,80,3862.5
2/27/25,Thursday,2025,9,3,1,Fountain Valley,SoCal 4,5865.29,2487.03,66,108,4106.5
2/27/25,Thursday,2025,9,3,1,LBX,SoCal 4,4026.92,3544.19,155,153,454
2/27/25,Thursday,2025,9,3,1,Long Beach,SoCal 4,4268.34,4240.04,180,193,501
2/27/25,Thursday,2025,9,3,1,Manhattan Beach,SoCal 4,2673.37,2733.29,115,112,0
2/27/25,Thursday,2025,9,3,1,Marina Del Rey,SoCal 4,2296.44,1557.36,91,77,313.5
2/27/25,Thursday,2025,9,3,1,Newport Beach,SoCal 4,7242.48,2667.66,160,127,3862.5
2/27/25,Thursday,2025,9,3,1,Tustin,SoCal 4,2582.98,3590.02,111,103,98.5
2/27/25,Thursday,2025,9,3,1,Westminster,SoCal 4,5945.71,1542.37,83,71,3862.5
2/28/25,Friday,2025,9,3,1,Carson,SoCal 4,2660.83,2992.23,105,137,219
2/28/25,Friday,2025,9,3,1,Costa Mesa,SoCal 4,3946.3,1643.83,90,81,1496
2/28/25,Friday,2025,9,3,1,El Segundo,SoCal 4,2163.75,2795.32,82,119,170
2/28/25,Friday,2025,9,3,1,Five Points,SoCal 4,1407.48,1800.9,76,98,0
2/28/25,Friday,2025,9,3,1,Fountain Valley,SoCal 4,2104.6,2173.33,97,107,0
2/28/25,Friday,2025,9,3,1,LBX,SoCal 4,3398.94,4692.31,171,184,768
2/28/25,Friday,2025,9,3,1,Long Beach,SoCal 4,3769.17,4015.12,182,178,0
2/28/25,Friday,2025,9,3,1,Manhattan Beach,SoCal 4,2901.61,2736.19,85,121,1447.25
2/28/25,Friday,2025,9,3,1,Marina Del Rey,SoCal 4,2687.5,2582.61,113,129,675
2/28/25,Friday,2025,9,3,1,Newport Beach,SoCal 4,2580.14,2800.43,121,124,516
2/28/25,Friday,2025,9,3,1,Tustin,SoCal 4,4422.16,2985.99,148,131,946.5
2/28/25,Friday,2025,9,3,1,Westminster,SoCal 4,1162.44,1846.13,58,75,0
3/1/25,Saturday,2025,9,3,1,Carson,SoCal 4,3325.25,3676.66,116,138,170
3/1/25,Saturday,2025,9,3,1,Costa Mesa,SoCal 4,2661.96,1718.61,91,70,340
3/1/25,Saturday,2025,9,3,1,El Segundo,SoCal 4,1817.15,2047.27,71,82,0
3/1/25,Saturday,2025,9,3,1,Five Points,SoCal 4,1861.47,1739.45,89,75,0
3/1/25,Saturday,2025,9,3,1,Fountain Valley,SoCal 4,2657.09,1919.12,105,85,0
3/1/25,Saturday,2025,9,3,1,LBX,SoCal 4,2804.05,3172.91,115,143,510
3/1/25,Saturday,2025,9,3,1,Long Beach,SoCal 4,4333.46,3214.77,164,141,195
3/1/25,Saturday,2025,9,3,1,Manhattan Beach,SoCal 4,3195.6,2648.76,102,110,544
3/1/25,Saturday,2025,9,3,1,Marina Del Rey,SoCal 4,3818.28,1806.07,97,92,784
3/1/25,Saturday,2025,9,3,1,Newport Beach,SoCal 4,2149.07,1713.12,94,79,0
3/1/25,Saturday,2025,9,3,1,Tustin,SoCal 4,3906.7,3222.59,140,128,0
3/1/25,Saturday,2025,9,3,1,Westminster,SoCal 4,2341.75,3036.54,70,88,195
3/2/25,Sunday,2025,9,3,1,Costa Mesa,SoCal 4,2124.32,2270.22,89,89,0
3/2/25,Sunday,2025,9,3,1,El Segundo,SoCal 4,2415.75,2643.37,54,110,650.5
3/2/25,Sunday,2025,9,3,1,Five Points,SoCal 4,1586.48,2088.33,77,83,0
3/2/25,Sunday,2025,9,3,1,Fountain Valley,SoCal 4,2199.29,2108.04,80,89,0
3/2/25,Sunday,2025,9,3,1,LBX,SoCal 4,3883,3686.55,170,171,0
3/2/25,Sunday,2025,9,3,1,Long Beach,SoCal 4,4108.06,3038.11,155,121,219
3/2/25,Sunday,2025,9,3,1,Manhattan Beach,SoCal 4,2694.45,3529.65,91,127,0
3/2/25,Sunday,2025,9,3,1,Marina Del Rey,SoCal 4,2100.79,2153.89,91,98,0
3/2/25,Sunday,2025,9,3,1,Newport Beach,SoCal 4,2186.86,2039.3,93,77,0
3/2/25,Sunday,2025,9,3,1,Tustin,SoCal 4,2884.97,3518.07,116,131,0
3/2/25,Sunday,2025,9,3,1,Westminster,SoCal 4,2440.84,1854.22,86,79,0
3/4/24,Monday,2024,10,3,1,Carson,SoCal 4,2427.49,3063.55,114,136,0
3/4/24,Monday,2024,10,3,1,Costa Mesa,SoCal 4,2567.73,2186.53,97,102,1020
3/4/24,Monday,2024,10,3,1,El Segundo,SoCal 4,3344.55,2426.73,113,118,999.5
3/4/24,Monday,2024,10,3,1,Five Points,SoCal 4,1454,,79,,0
3/4/24,Monday,2024,10,3,1,Fountain Valley,SoCal 4,2336.94,2557.22,90,126,956
3/4/24,Monday,2024,10,3,1,LBX,SoCal 4,2740.01,,156,,0
3/4/24,Monday,2024,10,3,1,Long Beach,SoCal 4,3242.28,3543.32,142,158,398
3/4/24,Monday,2024,10,3,1,Manhattan Beach,SoCal 4,2391.13,3088.4,104,131,633
3/4/24,Monday,2024,10,3,1,Marina Del Rey,SoCal 4,2018.55,2377.31,95,113,0
3/4/24,Monday,2024,10,3,1,Newport Beach,SoCal 4,2289.42,3287.68,115,105,0
3/4/24,Monday,2024,10,3,1,Tustin,SoCal 4,2444.11,2326.67,107,105,129.5
3/4/24,Monday,2024,10,3,1,Westminster,SoCal 4,1593.34,0,73,0,0
3/5/24,Tuesday,2024,10,3,1,Carson,SoCal 4,4109.76,2478.92,144,99,805
3/5/24,Tuesday,2024,10,3,1,Costa Mesa,SoCal 4,1955.32,1811.13,87,91,0
3/5/24,Tuesday,2024,10,3,1,El Segundo,SoCal 4,2860.25,4378.19,143,158,0
3/5/24,Tuesday,2024,10,3,1,Five Points,SoCal 4,1431,,67,,0
3/5/24,Tuesday,2024,10,3,1,Fountain Valley,SoCal 4,2806.9,2656.1,101,119,533
3/5/24,Tuesday,2024,10,3,1,LBX,SoCal 4,3247.16,,148,,117.5
3/5/24,Tuesday,2024,10,3,1,Long Beach,SoCal 4,3492.73,4130.79,154,185,0
3/5/24,Tuesday,2024,10,3,1,Manhattan Beach,SoCal 4,2840.68,3393.44,113,138,535
3/5/24,Tuesday,2024,10,3,1,Marina Del Rey,SoCal 4,3113.74,2217.46,105,115,908.5
3/5/24,Tuesday,2024,10,3,1,Newport Beach,SoCal 4,2267.44,3079.24,107,133,18.5
3/5/24,Tuesday,2024,10,3,1,Tustin,SoCal 4,3165.76,2342.16,129,110,101.5
3/5/24,Tuesday,2024,10,3,1,Westminster,SoCal 4,1552.73,0,71,0,0
3/6/24,Wednesday,2024,10,3,1,Carson,SoCal 4,3003.16,2278.43,120,104,423
3/6/24,Wednesday,2024,10,3,1,Costa Mesa,SoCal 4,1592.49,2152.15,78,97,0
3/6/24,Wednesday,2024,10,3,1,El Segundo,SoCal 4,2942.95,3383.9,142,156,0
3/6/24,Wednesday,2024,10,3,1,Five Points,SoCal 4,881.44,,42,,0
3/6/24,Wednesday,2024,10,3,1,Fountain Valley,SoCal 4,2284.31,3713.47,92,159,0
3/6/24,Wednesday,2024,10,3,1,LBX,SoCal 4,2207.97,,113,,0
3/6/24,Wednesday,2024,10,3,1,Long Beach,SoCal 4,3077.98,3535.95,142,163,199
3/6/24,Wednesday,2024,10,3,1,Manhattan Beach,SoCal 4,2610.67,3513.9,110,153,0
3/6/24,Wednesday,2024,10,3,1,Marina Del Rey,SoCal 4,2870.3,3048.26,88,130,603
3/6/24,Wednesday,2024,10,3,1,Newport Beach,SoCal 4,2985.73,2867.11,117,143,277.5
3/6/24,Wednesday,2024,10,3,1,Tustin,SoCal 4,2548.91,2619.5,98,131,0
3/6/24,Wednesday,2024,10,3,1,Westminster,SoCal 4,1715.1,0,76,0,0
3/7/24,Thursday,2024,10,3,1,Carson,SoCal 4,3256.77,2679.44,130,115,224
3/7/24,Thursday,2024,10,3,1,Costa Mesa,SoCal 4,1976.7,2808.94,84,106,0
3/7/24,Thursday,2024,10,3,1,El Segundo,SoCal 4,3252.25,4279.77,113,152,416
3/7/24,Thursday,2024,10,3,1,Five Points,SoCal 4,1755.64,,83,,199
3/7/24,Thursday,2024,10,3,1,Fountain Valley,SoCal 4,2079.22,3175.27,79,137,320
3/7/24,Thursday,2024,10,3,1,LBX,SoCal 4,3088.12,,136,,370
3/7/24,Thursday,2024,10,3,1,Long Beach,SoCal 4,4824.45,5176.37,190,235,0
3/7/24,Thursday,2024,10,3,1,Manhattan Beach,SoCal 4,2545.57,3016.4,104,150,198
3/7/24,Thursday,2024,10,3,1,Marina Del Rey,SoCal 4,2460.58,2562.53,110,124,0
3/7/24,Thursday,2024,10,3,1,Newport Beach,SoCal 4,3190.63,3194.45,135,143,320
3/7/24,Thursday,2024,10,3,1,Tustin,SoCal 4,3644.56,3602.72,121,148,556
3/7/24,Thursday,2024,10,3,1,Westminster,SoCal 4,2739.17,0,116,0,0
3/8/24,Friday,2024,10,3,1,Carson,SoCal 4,3166.12,3589.9,143,138,229
3/8/24,Friday,2024,10,3,1,Costa Mesa,SoCal 4,2175.24,2086.82,97,86,0
3/8/24,Friday,2024,10,3,1,El Segundo,SoCal 4,2624.78,3250.34,108,140,273
3/8/24,Friday,2024,10,3,1,Five Points,SoCal 4,1783.05,,82,,0
3/8/24,Friday,2024,10,3,1,Fountain Valley,SoCal 4,2269.5,2655,96,131,0
3/8/24,Friday,2024,10,3,1,LBX,SoCal 4,4214.1,,205,,160
3/8/24,Friday,2024,10,3,1,Long Beach,SoCal 4,4224.96,3657.84,169,156,185
3/8/24,Friday,2024,10,3,1,Manhattan Beach,SoCal 4,2859.82,3919.26,123,152,0
3/8/24,Friday,2024,10,3,1,Marina Del Rey,SoCal 4,2776.37,2190.93,118,99,640
3/8/24,Friday,2024,10,3,1,Newport Beach,SoCal 4,4409.98,3205.54,156,139,834.5
3/8/24,Friday,2024,10,3,1,Tustin,SoCal 4,2940.66,3462.12,118,136,0
3/8/24,Friday,2024,10,3,1,Westminster,SoCal 4,2185.46,0,97,0,0
3/9/24,Saturday,2024,10,3,1,Carson,SoCal 4,2057.43,2676.47,76,113,0
3/9/24,Saturday,2024,10,3,1,Costa Mesa,SoCal 4,2723.27,2158.05,122,111,0
3/9/24,Saturday,2024,10,3,1,El Segundo,SoCal 4,2105.31,3254.09,82,127,0
3/9/24,Saturday,2024,10,3,1,Five Points,SoCal 4,2020.32,,87,,0
3/9/24,Saturday,2024,10,3,1,Fountain Valley,SoCal 4,2850.17,3418.92,109,151,0
3/9/24,Saturday,2024,10,3,1,LBX,SoCal 4,4567.91,,221,,438
3/9/24,Saturday,2024,10,3,1,Long Beach,SoCal 4,4045.31,3793.11,128,163,789
3/9/24,Saturday,2024,10,3,1,Manhattan Beach,SoCal 4,2982.53,4165.75,108,161,800
